id,degree,title,degreetitle,level
754,BSc/BS,Computer Science,BSc/BS Computer Science,6
755,MSc/MS,Computer Science,MSc/MS Computer Science,7
756,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
757,BSc/BS,Computer Science,BSc/BS Computer Science,6
758,BSc/BS,Computer Science,BSc/BS Computer Science,6
759,BE/Beng,Computer Science,BE/Beng Computer Science,6
760,BSc/BS,Information Technology,BSc/BS Information Technology,6
760,MSc/MS,Information Technology,MSc/MS Information Technology,7
761,BSc/BS,Information Technology,BSc/BS Information Technology,6
762,MSc/MS,Computer Science,MSc/MS Computer Science,7
762,BSc/BS,Computer Science,BSc/BS Computer Science,6
763,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
764,MSc/MS,Computer Science,MSc/MS Computer Science,7
765,BSc/BS,Computer Science,BSc/BS Computer Science,6
766,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
767,BSc/BS,Computer Science,BSc/BS Computer Science,6
768,BCA,/,BCA /,6
768,MCA,/,MCA /,7
769,MCA,/,MCA /,7
770,BCA,/,BCA /,6
771,BSc/BS,Computer Science,BSc/BS Computer Science,6
772,BSc/BS,Computer Science,BSc/BS Computer Science,6
773,MSc/MS,Computer Science,MSc/MS Computer Science,7
773,BSc/BS,Computer Science,BSc/BS Computer Science,6
774,BE/Beng,Information Technology,BE/Beng Information Technology,6
775,BSc/BS,Computer Science,BSc/BS Computer Science,6
776,MSc/MS,Computer Science,MSc/MS Computer Science,7
777,MSc/MS,Computer Science,MSc/MS Computer Science,7
778,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
779,BSc/BS,Computer Science,BSc/BS Computer Science,6
780,MCA,/,MCA /,7
781,MSc/MS,Computer Science,MSc/MS Computer Science,7
782,BSc/BS,Computer Science,BSc/BS Computer Science,6
783,BSc/BS,Computer Science,BSc/BS Computer Science,6
784,BSc/BS,Applied Mathematics,BSc/BS Applied Mathematics,6
785,PhD,Computer Science,PhD Computer Science,8
786,BSc/BS,Information Technology,BSc/BS Information Technology,6
787,BSc/BS,Computer Science and Engineering,BSc/BS Computer Science and Engineering,6
788,BSc/BS,Computer Science,BSc/BS Computer Science,6
789,BSc/BS,Computer Science,BSc/BS Computer Science,6
790,MCA,/,MCA /,7
791,BSc/BS,Computer Science,BSc/BS Computer Science,6
792,BSc/BS,Computer Science,BSc/BS Computer Science,6
793,MCA,/,MCA /,7
793,MCA,/,MCA /,7
794,BSc/BS,Computer Science,BSc/BS Computer Science,6
795,BSc/BS,Computer Science,BSc/BS Computer Science,6
796,BSc/BS,Computer Science,BSc/BS Computer Science,6
797,MSc/MS,Computer Science,MSc/MS Computer Science,7
797,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
798,BSc/BS,Computer Science,BSc/BS Computer Science,6
799,MSc/MS,Computer Science,MSc/MS Computer Science,7
800,BSc/BS,Computer Science,BSc/BS Computer Science,6
801,BSc/BS,Computer Science,BSc/BS Computer Science,6
801,BSc/BS,Computer Science,BSc/BS Computer Science,6
802,BE/Beng,Computer Science,BE/Beng Computer Science,6
803,MSc/MS,Computer Science,MSc/MS Computer Science,7
804,BSc/BS,Computer Science,BSc/BS Computer Science,6
805,BSc/BS,Applied Science,BSc/BS Applied Science,6
806,BSc/BS,Computer Science,BSc/BS Computer Science,6
807,MSc/MS,Computer Science,MSc/MS Computer Science,7
808,BCA,/,BCA /,6
808,MCA,/,MCA /,7
809,BSc/BS,Commerce,BSc/BS Commerce,6
810,BSc/BS,Computer Science,BSc/BS Computer Science,6
811,BSc/BS,Mathematics,BSc/BS Mathematics,6
811,MSc/MS,Computer Science,MSc/MS Computer Science,7
812,BSc/BS,Computer Science,BSc/BS Computer Science,6
813,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
814,MCA,/,MCA /,7
815,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
816,BCA,/,BCA /,6
816,MCA,/,MCA /,7
817,BTech,Computer Science,BTech Computer Science,6
818,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
819,BSc/BS,Computer Science,BSc/BS Computer Science,6
820,BSc/BS,Computer Science,BSc/BS Computer Science,6
821,BSc/BS,Computer Science,BSc/BS Computer Science,6
822,MSc/MS,Electrical Engineering,MSc/MS Electrical Engineering,7
823,MSc/MS,Computer Science,MSc/MS Computer Science,7
824,BSc/BS,Computing,BSc/BS Computing,6
825,BSc/BS,Computer Science,BSc/BS Computer Science,6
826,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
827,BTech,Computer Science,BTech Computer Science,6
828,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
829,MSc/MS,Computer Science,MSc/MS Computer Science,7
830,BSc/BS,Computer Science,BSc/BS Computer Science,6
831,BE/Beng,Computer Science and Engineering,BE/Beng Computer Science and Engineering,6
832,BTech,Computer Science,BTech Computer Science,6
833,BSc/BS,Information Technology,BSc/BS Information Technology,6
834,BSc/BS,Information Technology,BSc/BS Information Technology,6
835,BSc/BS,Computer Science,BSc/BS Computer Science,6
836,BSc/BS,Computer Science,BSc/BS Computer Science,6
837,BSc/BS,Commerce,BSc/BS Commerce,6
838,BSc/BS,Mathematics,BSc/BS Mathematics,6
839,MSc/MS,Computer Engineering,MSc/MS Computer Engineering,7
840,BE/Beng,Information Technology,BE/Beng Information Technology,6
841,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
842,BSc/BS,Computer Science,BSc/BS Computer Science,6
843,BSc/BS,Computer Information Systems,BSc/BS Computer Information Systems,6
844,MSc/MS,Computer Science,MSc/MS Computer Science,7
845,BSc/BS,Computer Science,BSc/BS Computer Science,6
845,MSc/MS,Computer Science,MSc/MS Computer Science,7
846,BSc/BS,Computer Science,BSc/BS Computer Science,6
847,BE/Beng,Computer Science,BE/Beng Computer Science,6
848,BSc/BS,Computer Science,BSc/BS Computer Science,6
849,BSc/BS,Computer Science,BSc/BS Computer Science,6
850,BSc/BS,Computer Science,BSc/BS Computer Science,6
851,BSc Hons,Computer Science,BSc Hons  Computer Science,6
852,BSc/BS,Computer Science,BSc/BS Computer Science,6
853,MCA,/,MCA /,7
854,BE/Beng,Computer Science,BE/Beng Computer Science,6
855,BSc/BS,Computer Science,BSc/BS Computer Science,6
855,BSc/BS,Physics,BSc/BS Physics,6
856,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
857,BSc/BS,Computing,BSc/BS Computing,6
858,BSc/BS,Physics,BSc/BS Physics,6
859,BSc/BS,Computer Science,BSc/BS Computer Science,6
860,BSc/BS,Engineering,BSc/BS Engineering,6
860,MSc/MS,Engineering,MSc/MS Engineering,7
861,BSc/BS,Engineering,BSc/BS Engineering,6
862,BSc/BS,Computer Science,BSc/BS Computer Science,6
863,BSc/BS,Computer Science,BSc/BS Computer Science,6
864,BSc/BS,Computer Science,BSc/BS Computer Science,6
865,BSc/BS,Computer Science,BSc/BS Computer Science,6
866,BSc/BS,Computer Science,BSc/BS Computer Science,6
867,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
868,MSc/MS,Computer Science,MSc/MS Computer Science,7
869,BSc/BS,Computer Science,BSc/BS Computer Science,6
870,BSc/BS,Computer Science,BSc/BS Computer Science,6
871,BSc/BS,Computer Science,BSc/BS Computer Science,6
872,BSc/BS,Computer Science,BSc/BS Computer Science,6
873,BSc/BS,Computer Science and Engineering,BSc/BS Computer Science and Engineering,6
874,MSc/MS,Engineering,MSc/MS Engineering,7
875,BSc/BS,Computer Science,BSc/BS Computer Science,6
876,BSc/BS,Computer Science,BSc/BS Computer Science,6
877,BSc/BS,Computer Science,BSc/BS Computer Science,6
878,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
879,BSc/BS,Computer Science,BSc/BS Computer Science,6
880,BSc/BS,Computer Science,BSc/BS Computer Science,6
881,BSc/BS,Computer Science,BSc/BS Computer Science,6
882,BSc/BS,Computer Science,BSc/BS Computer Science,6
883,BSc/BS,Computer Science,BSc/BS Computer Science,6
884,BSc/BS,Computer Science,BSc/BS Computer Science,6
885,BE/Beng,Computer Science,BE/Beng Computer Science,6
886,BSc/BS,Computer Science,BSc/BS Computer Science,6
887,BSc/BS,Computer Science,BSc/BS Computer Science,6
888,MCA,/,MCA /,7
889,BSc/BS,Computer Science,BSc/BS Computer Science,6
889,MSc/MS,Computer Science,MSc/MS Computer Science,7
890,BSc/BS,Civil Engineering,BSc/BS Civil Engineering,6
891,BSc/BS,Computer Science,BSc/BS Computer Science,6
892,BCA,/,BCA /,6
893,BSc/BS,Computer Science,BSc/BS Computer Science,6
894,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
895,BSc/BS,Computer Science,BSc/BS Computer Science,6
896,BSc/BS,Applied Science,BSc/BS Applied Science,6
897,BSc/BS,Computer Science,BSc/BS Computer Science,6
898,BSc/BS,Computing,BSc/BS Computing,6
899,BSc/BS,Computer Science,BSc/BS Computer Science,6
900,BSc/BS,Computer Science,BSc/BS Computer Science,6
901,BSc/BS,Computer Science,BSc/BS Computer Science,6
902,BSc/BS,Computer Science,BSc/BS Computer Science,6
903,BSc/BS,Information Technology,BSc/BS Information Technology,6
904,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
905,BSc/BS,Computer Science,BSc/BS Computer Science,6
906,BA,Computer Science,BA Computer Science,6
907,BSc/BS,Computer Science,BSc/BS Computer Science,6
908,MCA,/,MCA /,7
909,MSc/MS,Computer Science,MSc/MS Computer Science,7
910,MSc/MS,Informatics,MSc/MS Informatics,7
910,BSc/BS,Informatics,BSc/BS Informatics,6
911,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
912,MSc/MS,Electrical Engineering,MSc/MS Electrical Engineering,7
912,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
913,BTech,Computer Science,BTech Computer Science,6
914,BTech,Information Technology,BTech Information Technology,6
915,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
916,BTech,Computer Science,BTech Computer Science,6
917,BSc/BS,Computer Science,BSc/BS Computer Science,6
918,MSc/MS,Computer Science,MSc/MS Computer Science,7
919,BSc/BS,Physics,BSc/BS Physics,6
920,BSc/BS,Computer Science,BSc/BS Computer Science,6
920,MSc/MS,Computer Science,MSc/MS Computer Science,7
921,BSc/BS,Computer Science,BSc/BS Computer Science,6
922,MSc/MS,Computer Science,MSc/MS Computer Science,7
923,BSc/BS,Mechanical Engineering,BSc/BS Mechanical Engineering,6
924,BSc/BS,Computer Science,BSc/BS Computer Science,6
925,MSc/MS,Computer Science,MSc/MS Computer Science,7
925,BSc/BS,Computer Science,BSc/BS Computer Science,6
926,BSc/BS,Computer Science,BSc/BS Computer Science,6
927,BSc/BS,Computer Science,BSc/BS Computer Science,6
928,BSc/BS,Computer Science,BSc/BS Computer Science,6
929,BSc/BS,Computer Science,BSc/BS Computer Science,6
929,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
929,BSc/BS,Computer Science,BSc/BS Computer Science,6
930,BSc/BS,Computer Science,BSc/BS Computer Science,6
931,BSc/BS,Computer Science,BSc/BS Computer Science,6
931,MSc/MS,Computer Science,MSc/MS Computer Science,7
932,BSc/BS,Information Technology,BSc/BS Information Technology,6
932,MSc/MS,Information Technology,MSc/MS Information Technology,7
933,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
934,BSc/BS,Information Technology,BSc/BS Information Technology,6
935,BSc/BS,Computer Science,BSc/BS Computer Science,6
936,BSc/BS,Computer Science,BSc/BS Computer Science,6
937,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
938,BCA,/,BCA /,6
939,BSc/BS,Computer Science,BSc/BS Computer Science,6
940,BSc/BS,Computer Science,BSc/BS Computer Science,6
941,BTech,Computer Science,BTech Computer Science,6
942,BSc/BS,Computer Science,BSc/BS Computer Science,6
943,BSc/BS,Computer Science,BSc/BS Computer Science,6
944,MSc/MS,Computer Science,MSc/MS Computer Science,7
945,MSc/MS,Computer Science,MSc/MS Computer Science,7
946,BSc/BS,Computer Science,BSc/BS Computer Science,6
947,BSc/BS,Computer Science,BSc/BS Computer Science,6
948,BSc/BS,Computer Science,BSc/BS Computer Science,6
949,BA,Mathematics,BA Mathematics,6
950,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
951,MSc/MS,Computer Science,MSc/MS Computer Science,7
952,MSc/MS,Information Technology,MSc/MS Information Technology,7
953,MCA,/,MCA /,7
954,BSc/BS,Computer Science,BSc/BS Computer Science,6
954,MSc/MS,Computer Science,MSc/MS Computer Science,7
955,BSc/BS,Computer Science,BSc/BS Computer Science,6
956,BSc/BS,Computer Science,BSc/BS Computer Science,6
957,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
957,MSc/MS,Computer Science,MSc/MS Computer Science,7
958,MSc/MS,Computer Science,MSc/MS Computer Science,7
959,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
960,BSc/BS,Computer Science,BSc/BS Computer Science,6
961,BTech,Computer Science,BTech Computer Science,6
962,BSc/BS,Computer Science,BSc/BS Computer Science,6
963,BSc/BS,Mechanical Engineering,BSc/BS Mechanical Engineering,6
963,BA,Mathematics,BA Mathematics,6
964,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
965,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
965,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
966,BSc/BS,Computer Science,BSc/BS Computer Science,6
967,MSc/MS,Computer Science,MSc/MS Computer Science,7
968,BSc/BS,Computer Science,BSc/BS Computer Science,6
969,MSc/MS,Computer Science,MSc/MS Computer Science,7
970,BSc/BS,Computer Science,BSc/BS Computer Science,6
971,BSc Hons,Computer Science,BSc Hons  Computer Science,6
972,BSc/BS,Computer Science,BSc/BS Computer Science,6
973,BSc/BS,Computer Science,BSc/BS Computer Science,6
974,BSc/BS,Computer Science,BSc/BS Computer Science,6
974,MSc/MS,Computer Science,MSc/MS Computer Science,7
975,PhD,Computer Science,PhD Computer Science,8
976,BSc/BS,Computer Science,BSc/BS Computer Science,6
977,BSc/BS,Computer Science,BSc/BS Computer Science,6
977,MSc/MS,Computer Science,MSc/MS Computer Science,7
978,BSc/BS,Computer Science,BSc/BS Computer Science,6
979,MSc/MS,Computer Science,MSc/MS Computer Science,7
980,BSc/BS,Computer Science,BSc/BS Computer Science,6
981,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
982,BSc/BS,Computer Science,BSc/BS Computer Science,6
983,BSc/BS,Computer Science,BSc/BS Computer Science,6
984,BSc/BS,Computer Science,BSc/BS Computer Science,6
985,BSc/BS,Computer Science,BSc/BS Computer Science,6
986,BE/Beng,Computer Science,BE/Beng Computer Science,6
987,BSc/BS,Computer Science,BSc/BS Computer Science,6
988,BSc/BS,Mathematics,BSc/BS Mathematics,6
989,MSc/MS,Computer Science,MSc/MS Computer Science,7
990,BSc/BS,Computer Science,BSc/BS Computer Science,6
991,BSc/BS,Computer Science,BSc/BS Computer Science,6
992,BSc/BS,Computer Science,BSc/BS Computer Science,6
993,BSc/BS,Information Technology,BSc/BS Information Technology,6
994,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
995,BSc/BS,Computer Science,BSc/BS Computer Science,6
995,MSc/MS,Computer Science,MSc/MS Computer Science,7
996,BSc/BS,Psychology,BSc/BS Psychology,6
996,BSc/BS,Computer Science,BSc/BS Computer Science,6
997,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
998,BE/Beng,Computer Science,BE/Beng Computer Science,6
999,BSc/BS,Computer Science,BSc/BS Computer Science,6
1000,BSc/BS,Computer Science,BSc/BS Computer Science,6
1001,BSc/BS,Computer Science,BSc/BS Computer Science,6
1002,BSc/BS,Computer Science,BSc/BS Computer Science,6
1003,BTech,Information Technology,BTech Information Technology,6
1004,MSc/MS,Computer Science,MSc/MS Computer Science,7
1005,BSc/BS,Computer Science,BSc/BS Computer Science,6
1006,MSc/MS,Computer Science,MSc/MS Computer Science,7
1007,BSc/BS,Computer Science,BSc/BS Computer Science,6
1008,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
1009,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
1010,BSc/BS,Commerce,BSc/BS Commerce,6
1010,MCA,/,MCA /,7
1011,BSc/BS,Computer Science,BSc/BS Computer Science,6
1012,BSc/BS,Computer Science,BSc/BS Computer Science,6
1013,BSc/BS,Information Technology,BSc/BS Information Technology,6
1014,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
1015,BSc/BS,Computer Science,BSc/BS Computer Science,6
1016,BSc/BS,Information Technology,BSc/BS Information Technology,6
1017,MSc/MS,Computer Science,MSc/MS Computer Science,7
1018,BSc/BS,Computer Science,BSc/BS Computer Science,6
1019,BSc/BS,Computer Science,BSc/BS Computer Science,6
1020,MSc/MS,Computer Science,MSc/MS Computer Science,7
1021,BSc/BS,Computer Science,BSc/BS Computer Science,6
1022,BA,Psychology,BA Psychology,6
1023,MCA,/,MCA /,7
1024,BCA,/,BCA /,6
1025,BSc/BS,Computer Science,BSc/BS Computer Science,6
1026,MCA,/,MCA /,7
1027,MSc/MS,Computer Science,MSc/MS Computer Science,7
1028,BSc/BS,Computer Science,BSc/BS Computer Science,6
1029,BSc/BS,Mathematics,BSc/BS Mathematics,6
1029,BSc/BS,Computer Science,BSc/BS Computer Science,6
1030,BSc/BS,Computer Science,BSc/BS Computer Science,6
1031,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
1032,BSc/BS,Applied Computer Science,BSc/BS Applied Computer Science,6
1033,MSc/MS,Information Technology,MSc/MS Information Technology,7
1033,BCA,/,BCA /,6
1034,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
1035,BSc/BS,Computer Science,BSc/BS Computer Science,6
1036,BSc/BS,Computer Science,BSc/BS Computer Science,6
1037,MSc/MS,Computer Science,MSc/MS Computer Science,7
1038,MSc/MS,Information Technology,MSc/MS Information Technology,7
1039,BE/Beng,Computer Science and Engineering,BE/Beng Computer Science and Engineering,6
1040,BSc/BS,Computer Science,BSc/BS Computer Science,6
1041,MSc/MS,Computer Science,MSc/MS Computer Science,7
1042,BSc/BS,Computer Science,BSc/BS Computer Science,6
1043,BSc/BS,Computer Science,BSc/BS Computer Science,6
1044,BE/Beng,Computer Science and Engineering,BE/Beng Computer Science and Engineering,6
1045,MCA,/,MCA /,7
1046,BSc/BS,Computer Science,BSc/BS Computer Science,6
1047,MSc/MS,Computer Science,MSc/MS Computer Science,7
1048,BSc/BS,Computer Science,BSc/BS Computer Science,6
1049,MSc/MS,Computer Science,MSc/MS Computer Science,7
1050,BSc/BS,Computer Science,BSc/BS Computer Science,6
1050,MSc/MS,Computer Science,MSc/MS Computer Science,7
1051,BSc/BS,Computer Science,BSc/BS Computer Science,6
1051,BSc/BS,Computer Science,BSc/BS Computer Science,6
1052,BSc/BS,Computer Science,BSc/BS Computer Science,6
1053,BSc/BS,Information Technology,BSc/BS Information Technology,6
1054,BE/Beng,Information Technology,BE/Beng Information Technology,6
1055,BSc/BS,Computer Science,BSc/BS Computer Science,6
1056,MSc/MS,Computer Science,MSc/MS Computer Science,7
1056,BSc/BS,Computer Science,BSc/BS Computer Science,6
1057,MSc/MS,Computer Science,MSc/MS Computer Science,7
1058,BSc/BS,Computer Science,BSc/BS Computer Science,6
1059,BE/Beng,Computer Science,BE/Beng Computer Science,6
1060,BSc/BS,Information Technology,BSc/BS Information Technology,6
1061,BSc/BS,Computer Science,BSc/BS Computer Science,6
1062,MSc/MS,Computer Science,MSc/MS Computer Science,7
1063,MSc/MS,Computer Science,MSc/MS Computer Science,7
1064,BSc/BS,Computer Science,BSc/BS Computer Science,6
1065,BSc/BS,Computer Science,BSc/BS Computer Science,6
1066,MSc/MS,Computer Science,MSc/MS Computer Science,7
1067,BSc/BS,Computer Science,BSc/BS Computer Science,6
1068,MSc/MS,Computer Science,MSc/MS Computer Science,7
1069,BA,Political Science,BA Political Science,6
1070,BSc/BS,Information Technology,BSc/BS Information Technology,6
1071,MSc/MS,Computer Science and Engineering,MSc/MS Computer Science and Engineering,7
1072,BE/Beng,Information Technology,BE/Beng Information Technology,6
1073,BSc/BS,Computer Science,BSc/BS Computer Science,6
1074,BSc/BS,Computer Science,BSc/BS Computer Science,6
1075,BSc/BS,Computer Science,BSc/BS Computer Science,6
1076,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
1077,BSc/BS,Computer Science,BSc/BS Computer Science,6
1078,BSc/BS,Computer Science,BSc/BS Computer Science,6
1079,BSc/BS,Computer Science,BSc/BS Computer Science,6
1080,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
1081,BSc/BS,Computer Science,BSc/BS Computer Science,6
1082,BSc/BS,Psychology,BSc/BS Psychology,6
1083,BSc/BS,Computer Science,BSc/BS Computer Science,6
1084,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
1085,BE/Beng,Computer Science,BE/Beng Computer Science,6
1086,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
1087,BSc/BS,Computer Science,BSc/BS Computer Science,6
1088,MSc/MS,Mathematics,MSc/MS Mathematics,7
1089,BSc/BS,Computer Science,BSc/BS Computer Science,6
1090,BCA,/,BCA /,6
1091,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
1092,BSc/BS,Computer Science,BSc/BS Computer Science,6
1093,MSc/MS,Computer Science,MSc/MS Computer Science,7
1094,MSc/MS,Computer Science,MSc/MS Computer Science,7
1095,MSc/MS,Computer Science,MSc/MS Computer Science,7
1096,BSc/BS,Information Technology,BSc/BS Information Technology,6
1097,MSc/MS,Computer Science,MSc/MS Computer Science,7
1098,BSc/BS,Computer Science,BSc/BS Computer Science,6
1099,BSc/BS,Computer Science,BSc/BS Computer Science,6
1100,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
1101,MCA,/,MCA /,7
1102,BSc/BS,Information Technology,BSc/BS Information Technology,6
1103,MSc/MS,Computer Science,MSc/MS Computer Science,7
1104,BSc/BS,Computer Science,BSc/BS Computer Science,6
1105,MSc/MS,Computer Science,MSc/MS Computer Science,7
1105,BSc/BS,Computer Science,BSc/BS Computer Science,6
1106,BSc/BS,Electrical Engineering,BSc/BS Electrical Engineering,6
1107,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
1107,MSc/MS,Computer Science,MSc/MS Computer Science,7
1108,MSc/MS,Computer Science,MSc/MS Computer Science,7
1108,BSc/BS,Computer Science,BSc/BS Computer Science,6
1109,MSc/MS,Mathematics,MSc/MS Mathematics,7
1110,BE/Beng,Computer Science and Engineering,BE/Beng Computer Science and Engineering,6
1111,MSc/MS,Computer Science,MSc/MS Computer Science,7
1111,PhD,Computer Science,PhD Computer Science,8
1112,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
1113,BSc/BS,Information Systems,BSc/BS Information Systems,6
1114,BSc/BS,Information Technology,BSc/BS Information Technology,6
1115,BSc/BS,Computer Science,BSc/BS Computer Science,6
1116,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
1117,MCA,/,MCA /,7
1117,MCA,/,MCA /,7
1118,MCA,/,MCA /,7
1118,BCA,/,BCA /,6
1119,BSc/BS,Computer Science,BSc/BS Computer Science,6
1120,MSc/MS,Computer Science,MSc/MS Computer Science,7
1121,BTech,Computer Science,BTech Computer Science,6
1122,MSc/MS,Computer Science,MSc/MS Computer Science,7
1122,BSc/BS,Computer Science,BSc/BS Computer Science,6
1123,BA,Aerospace Engineering,BA Aerospace Engineering,6
1124,MSc/MS,Computer Science,MSc/MS Computer Science,7
1125,MCA,/,MCA /,7
1126,BSc/BS,Physics,BSc/BS Physics,6
1127,BSc/BS,Computer Science,BSc/BS Computer Science,6
1128,MSc/MS,Computer Science,MSc/MS Computer Science,7
1128,BSc/BS,Business Administration,BSc/BS Business Administration,6
1129,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
1130,BSc/BS,Computer Science,BSc/BS Computer Science,6
1131,BSc/BS,Computer Science,BSc/BS Computer Science,6
1132,MSc/MS,Computer Engineering,MSc/MS Computer Engineering,7
1133,BSc/BS,Computer Science,BSc/BS Computer Science,6
1134,BSc/BS,Computer Science,BSc/BS Computer Science,6
1134,MSc/MS,Computer Science,MSc/MS Computer Science,7
1135,BA,Mathematics,BA Mathematics,6
1135,BA,Computer Science,BA Computer Science,6
1136,MSc/MS,Computer Science,MSc/MS Computer Science,7
1137,BTech,Information Technology,BTech Information Technology,6
1138,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
1139,MSc/MS,Engineering,MSc/MS Engineering,7
1139,BSc/BS,Engineering,BSc/BS Engineering,6
1140,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
1141,BA,Economics,BA Economics,6
1142,MSc/MS,Information Technology,MSc/MS Information Technology,7
1143,BSc/BS,Computer Science,BSc/BS Computer Science,6
1144,MSc/MS,Information Technology,MSc/MS Information Technology,7
1145,BSc/BS,Management Information Systems,BSc/BS Management Information Systems,6
1146,BSc/BS,Computer Science,BSc/BS Computer Science,6
1147,BA,Computer Science,BA Computer Science,6
1148,BSc/BS,Computer Science and Engineering,BSc/BS Computer Science and Engineering,6
1149,MSc/MS,Computer Science,MSc/MS Computer Science,7
1150,MCA,/,MCA /,7
1151,MSc/MS,Computer Science,MSc/MS Computer Science,7
1152,BTech,Computer Science and Engineering,BTech Computer Science and Engineering,6
1153,BSc/BS,Informatics,BSc/BS Informatics,6
1154,BSc/BS,Computer Science,BSc/BS Computer Science,6
1155,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
1156,BSc/BS,Computer Science,BSc/BS Computer Science,6
1157,BE/Beng,Information Technology,BE/Beng Information Technology,6
1158,BSc/BS,Computer Science,BSc/BS Computer Science,6
1159,MSc/MS,Computer Science,MSc/MS Computer Science,7
1160,MSc/MS,Computer Science,MSc/MS Computer Science,7
1161,MCA,/,MCA /,7
1161,BCA,/,BCA /,6
1162,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
1163,BSc/BS,Computing,BSc/BS Computing,6
1164,BSc/BS,Information Technology,BSc/BS Information Technology,6
1165,BTech,Computer Science,BTech Computer Science,6
1166,MSc/MS,Software Engineering,MSc/MS Software Engineering,7
1167,BSc/BS,Computer Science,BSc/BS Computer Science,6
1168,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
1169,BTech,Information Technology,BTech Information Technology,6
1170,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
1171,BSc/BS,Computer Science,BSc/BS Computer Science,6
1172,MSc/MS,Computer Science,MSc/MS Computer Science,7
1173,MSc/MS,Computer Science,MSc/MS Computer Science,7
1174,MSc/MS,Computer Science,MSc/MS Computer Science,7
1175,BSc/BS,Computer Science,BSc/BS Computer Science,6
1176,BSc/BS,Computer Science,BSc/BS Computer Science,6
1177,MCA,/,MCA /,7
1177,BCA,/,BCA /,6
1178,BSc/BS,Computer Engineering,BSc/BS Computer Engineering,6
1179,BSc/BS,Engineering,BSc/BS Engineering,6
1180,MSc/MS,Computer Science,MSc/MS Computer Science,7
1181,BSc/BS,Computer Science,BSc/BS Computer Science,6
1182,MSc/MS,Computer Science,MSc/MS Computer Science,7
1183,BSc/BS,Computer Science,BSc/BS Computer Science,6
1184,MSc/MS,Information Technology,MSc/MS Information Technology,7
1185,BSc/BS,Information Systems,BSc/BS Information Systems,6
1186,BE/Beng,Computer Science,BE/Beng Computer Science,6
1187,MSc/MS,Computer Science,MSc/MS Computer Science,7
1188,BCA,/,BCA /,6
1189,BSc/BS,Computer Science,BSc/BS Computer Science,6
1190,BSc/BS,Software Engineering,BSc/BS Software Engineering,6
1191,BSc/BS,Computer Science,BSc/BS Computer Science,6
1192,BSc/BS,Computer Science,BSc/BS Computer Science,6
1193,BSc/BS,Computer Science,BSc/BS Computer Science,6
